name,objID,ra,dec,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z
2236,5.87732E+17,23.42643165,0.21478302,26.039566,22.96368,22.702988,21.348248,22.033869
2237,5.87731E+17,14.65373966,0.21302812,25.164114,22.312008,21.990576,20.641174,20.481012
2238,5.88016E+17,23.56627998,0.21245817,-9999,-9999,-9999,-9999,-9999
2239,5.87732E+17,23.29370544,0.21728241,23.695873,23.804758,22.921774,21.339027,21.014248
2240,5.87731E+17,10.24234758,0.21405079,24.038168,22.681307,21.876064,21.290361,21.306622
2241,5.87732E+17,23.29370544,0.21728241,23.695873,23.804758,22.921774,21.339027,21.014248
2242,5.87731E+17,12.53840994,0.21293797,23.948078,23.263781,22.229433,21.038305,20.25292
2243,5.87732E+17,23.52817529,0.21472272,24.622765,23.563829,22.233875,22.90922,23.734627
2244,5.87732E+17,23.30548603,0.21728724,23.00593,22.285534,21.24939,20.848753,20.529837
2245,5.87732E+17,23.48645983,0.21380825,24.755392,24.37533,23.601696,21.971972,21.703131
2246,5.87732E+17,23.49285148,0.21354808,21.44013,18.922077,17.554813,16.697666,16.213249
2247,5.87732E+17,23.49285148,0.21354808,21.44013,18.922077,17.554813,16.697666,16.213249
2248,5.87731E+17,9.07526022,0.21251973,23.09046,23.108604,22.429846,22.340776,22.796715
2249,5.87732E+17,23.09170701,0.21683804,23.533443,22.574438,21.927322,22.130152,21.375048
2250,5.87732E+17,22.2065823,0.21387124,23.216801,21.482395,21.252497,21.072292,21.263285
2251,5.87731E+17,12.53840994,0.21293797,23.948078,23.263781,22.229433,21.038305,20.25292
2252,5.87732E+17,18.24805649,0.21468439,24.329309,23.266106,22.568991,22.412849,21.328896
2253,5.87732E+17,15.32239815,0.21578071,25.694771,22.942442,22.746605,21.816536,21.512568
2254,5.87732E+17,23.48645983,0.21380825,24.755392,24.37533,23.601696,21.971972,21.703131
2255,5.87731E+17,10.29003068,0.21751674,22.083908,22.14823,21.320717,21.09116,20.230654
2256,5.87732E+17,15.28152732,0.21625122,23.045841,23.825836,22.212404,22.289232,22.300627
2258,5.87732E+17,23.43276567,0.21737939,25.776457,24.233616,23.066776,21.730185,20.960361
2259,5.87731E+17,5.7839616,0.22027929,22.086493,21.163687,20.718342,20.352608,20.420689
2260,5.87732E+17,22.29462075,0.21440087,25.435202,23.299356,22.622581,22.228697,22.245268
2261,5.87732E+17,22.30287422,0.2233905,25.699938,23.206522,24.727428,24.963167,22.702456
2262,5.87732E+17,23.62419077,0.22286811,22.969936,21.55933,20.0902,18.753119,17.966612
2263,5.87731E+17,12.53129375,0.21506229,24.661283,23.96183,24.43919,20.913475,20.175825
2264,5.87732E+17,15.32193636,0.21467747,26.289711,24.835621,22.326183,23.297932,24.374613
2265,5.87731E+17,8.94533554,0.21652074,23.570534,24.925388,21.95896,21.428696,20.806337
2266,5.87732E+17,15.28891376,0.22336289,23.094534,22.667305,25.313322,24.702141,23.251421
2267,5.87732E+17,15.32239815,0.21578071,25.694771,22.942442,22.746605,21.816536,21.512568
2268,5.87731E+17,8.94533554,0.21652074,23.570534,24.925388,21.95896,21.428696,20.806337
2269,5.87731E+17,12.83620006,0.21903066,23.283077,22.604494,21.405262,21.524424,20.591114
2270,5.87732E+17,22.30287422,0.2233905,25.699938,23.206522,24.727428,24.963167,22.702456
2271,5.87732E+17,22.29172155,0.21557861,26.110254,22.08485,20.792273,19.643105,18.874924
2272,5.87731E+17,9.07283943,0.21838293,25.808046,23.721806,22.864576,21.679359,21.385088
2273,5.87732E+17,18.81135323,0.21599411,23.116337,22.226633,21.391926,20.771608,19.905851
2274,5.87731E+17,12.55260546,0.22034607,23.14924,23.430708,21.754332,20.593344,20.047997
2275,5.87731E+17,14.65126173,0.22067617,22.436392,23.898714,22.465796,21.608789,20.562948
2276,5.87731E+17,9.07283943,0.21838293,25.808046,23.721806,22.864576,21.679359,21.385088
2277,5.87731E+17,9.07283943,0.21838293,25.808046,23.721806,22.864576,21.679359,21.385088
2278,5.87732E+17,22.30287422,0.2233905,25.699938,23.206522,24.727428,24.963167,22.702456
2279,5.87732E+17,18.86317313,0.22052202,25.148939,23.760286,23.33345,21.332432,23.372726
2280,5.87732E+17,23.07814751,0.21778775,21.865372,22.523079,21.667669,22.005816,20.662868
2281,5.87732E+17,18.86317313,0.22052202,25.148939,23.760286,23.33345,21.332432,23.372726
2282,5.87732E+17,18.23846941,0.22031327,23.118324,22.997522,22.327215,21.617569,20.470575
2283,5.87732E+17,23.45989528,0.2173702,21.428146,23.324827,20.603947,18.925671,18.595119
2284,5.87732E+17,23.544313,0.21578606,22.622393,22.65258,22.53595,21.338575,21.7038
2285,5.87731E+17,13.74623302,0.21513848,20.397175,19.643103,19.030405,18.701881,18.524525
2286,5.87731E+17,14.38379171,0.21942207,22.53767,21.120131,20.214724,19.716444,19.452301
2287,5.87732E+17,22.33167604,0.21689959,26.084532,23.563408,22.648722,22.235844,22.274429
2288,5.87731E+17,8.94010946,0.22036809,23.455095,22.682524,21.319147,19.773291,18.946482
2289,5.87731E+17,13.72560228,0.22020148,22.363781,21.125771,20.536459,20.165728,20.165541
2290,5.87732E+17,22.21012832,0.21673416,22.610102,20.089941,18.589228,17.972084,17.57951
2291,5.87732E+17,18.26238986,0.22343638,22.528296,24.727545,24.975983,21.622564,21.354643
2292,5.87732E+17,15.33652885,0.22339328,26.009552,22.824612,23.487749,26.151037,22.981993
2293,5.87732E+17,21.62180803,0.22110868,24.325813,23.619957,22.094624,20.857929,21.136129
2294,5.87732E+17,18.84742601,0.21753049,22.138565,21.848984,21.199144,20.975464,20.942894
2295,5.87732E+17,15.33651796,0.22339148,26.335682,22.682348,23.41608,26.182396,22.798424
2296,5.87732E+17,23.49748167,0.22034841,22.50926,21.448936,20.999487,20.720606,20.500029
2297,5.87731E+17,13.72560228,0.22020148,22.363781,21.125771,20.536459,20.165728,20.165541
2298,5.87731E+17,13.7171293,0.22363538,27.110203,21.388391,27.810699,23.903481,25.703606
2299,5.87732E+17,23.44627417,0.21909679,23.381664,23.315582,22.295837,22.266033,21.622358
2300,5.87732E+17,15.33651796,0.22339148,26.335682,22.682348,23.41608,26.182396,22.798424
2301,5.87732E+17,18.25200978,0.22563137,26.074919,22.416059,21.427904,21.199947,20.658073
2302,5.87732E+17,23.49748167,0.22034841,22.50926,21.448936,20.999487,20.720606,20.500029
2303,5.87732E+17,21.49079485,0.22348705,23.93936,23.190458,24.727594,23.245052,22.534286
2304,5.87732E+17,23.4381691,0.2233448,25.398762,23.124039,24.769188,23.91902,23.797009
2305,5.87731E+17,13.7171293,0.22363538,27.110203,21.388391,27.810699,23.903481,25.703606
2306,5.87732E+17,23.53258968,0.22339888,24.901047,22.880762,23.798553,24.080853,23.079077
2307,5.87732E+17,23.07752641,0.22334024,26.935234,22.022472,26.127024,22.45323,20.762369
2308,5.87732E+17,22.28787106,0.22427178,23.308378,21.471075,20.462904,19.930149,19.591908
2309,5.87731E+17,14.57821762,0.22058617,21.890051,21.567028,20.540796,19.857714,19.468868
2310,5.87732E+17,23.07752641,0.22334024,26.935234,22.022472,26.127024,22.45323,20.762369
2311,5.87732E+17,18.24312701,0.22335024,25.916639,23.08215,25.505249,24.940907,22.046524
2312,5.87732E+17,23.50213338,0.22332844,24.428732,22.810421,24.797201,24.440418,22.978395
2313,5.87732E+17,21.49079485,0.22348705,23.93936,23.190458,24.727594,23.245052,22.534286
2314,5.87732E+17,23.09224436,0.22467116,23.633566,22.862093,23.269918,22.489635,21.706989
2315,5.87731E+17,14.57821762,0.22058617,21.890051,21.567028,20.540796,19.857714,19.468868
2316,5.87732E+17,15.26174886,0.22606498,24.816692,22.438641,20.591442,19.966028,19.753855
2317,5.87732E+17,23.47028997,0.22118442,22.695843,22.296135,21.728579,21.358028,21.144669
2318,5.87732E+17,18.25200978,0.22563137,26.074919,22.416059,21.427904,21.199947,20.658073
2319,5.87732E+17,15.27168647,0.22158993,22.323351,22.890579,19.513556,20.790606,21.271063
2320,5.87732E+17,15.27168647,0.22158993,22.323351,22.890579,19.513556,20.790606,21.271063
2321,5.87731E+17,9.80755594,0.22595698,22.954533,24.771524,24.600222,25.571547,19.77128
2322,5.87732E+17,23.49334146,0.22333154,23.623934,22.938175,25.434008,25.064896,23.214069
2323,5.87732E+17,23.71949267,0.22348268,23.891514,22.907169,25.26169,24.87174,23.099016
2324,5.87731E+17,13.72560228,0.22020148,22.363781,21.125771,20.536459,20.165728,20.165541
2325,5.87732E+17,23.52388695,0.22343676,23.404202,22.911249,24.064135,24.72135,23.435713
2326,5.87732E+17,23.53361564,0.22530612,23.318424,23.58045,22.094433,22.444046,22.339417
2327,5.87732E+17,23.49334146,0.22333154,23.623934,22.938175,25.434008,25.064896,23.214069
2328,5.87731E+17,12.55746348,0.2237873,27.15119,21.752699,26.87796,23.375565,24.186129
2329,5.87732E+17,18.25200978,0.22563137,26.074919,22.416059,21.427904,21.199947,20.658073
2330,5.87731E+17,9.81406221,0.22370059,24.271862,23.098473,24.038626,24.128185,23.475189
2331,5.87732E+17,18.87693565,0.22279107,18.306473,16.559259,15.720119,15.289006,14.90584
2332,5.87731E+17,14.64199691,0.22461361,21.703724,21.873072,20.232645,21.17308,19.820522
2333,5.87731E+17,8.93761291,0.22302855,22.321337,20.74053,19.460257,19.094667,18.576326
2334,5.87731E+17,14.64199691,0.22461361,21.703724,21.873072,20.232645,21.17308,19.820522
2335,5.87731E+17,11.25870019,0.22364933,24.200928,22.797262,25.222094,23.870596,22.461418
2336,5.87732E+17,23.46585445,0.22661988,22.878363,21.945965,21.167517,20.670151,20.336853
2337,5.87731E+17,5.77619056,0.22379529,25.648445,23.009026,24.217163,26.060598,22.094213
2338,5.87732E+17,23.10321366,0.2240427,25.826015,22.088589,20.756479,19.252047,18.492729
2339,5.87731E+17,8.82928825,0.22451334,23.657375,25.146667,23.409046,22.234892,21.349556
2340,5.87731E+17,14.6492878,0.22378996,24.232113,23.119669,23.960152,24.086943,23.06382
2341,5.87732E+17,23.6392048,0.22989643,22.803675,21.851921,19.407543,20.568691,19.185274
2342,5.87731E+17,10.30069768,0.22392425,25.352898,22.79855,24.472261,24.755909,21.771099
2343,5.87732E+17,22.29940316,0.22337795,25.089418,23.175253,23.803041,23.641851,22.365395
2344,5.87732E+17,23.31431744,0.22336442,25.240334,23.466341,23.865015,24.427982,23.112494
2345,5.87732E+17,15.27860651,0.22471368,25.534779,24.232132,22.898205,21.717791,21.519638
2346,5.87732E+17,18.25200978,0.22563137,26.074919,22.416059,21.427904,21.199947,20.658073
2347,5.87732E+17,22.29940316,0.22337795,25.089418,23.175253,23.803041,23.641851,22.365395
2348,5.87732E+17,15.27139035,0.22641996,25.614391,23.21678,23.033268,21.790884,21.978127
2349,5.87731E+17,5.78301752,0.2270947,24.124319,23.555256,23.142996,22.004408,22.129765
2350,5.87732E+17,18.25200978,0.22563137,26.074919,22.416059,21.427904,21.199947,20.658073
2351,5.87731E+17,12.54406347,0.22506602,22.719931,22.619137,21.826693,21.374399,21.44445
2352,5.87732E+17,18.25200978,0.22563137,26.074919,22.416059,21.427904,21.199947,20.658073
2353,5.87731E+17,12.77594551,0.22704919,22.526165,20.456673,19.028755,17.786077,17.138639
2354,5.87731E+17,9.09389926,0.22375132,25.255924,23.038109,24.979256,25.021702,22.415718
2355,5.87731E+17,8.93761291,0.22302855,22.321337,20.74053,19.460257,19.094667,18.576326
2356,5.87731E+17,12.54406347,0.22506602,22.719931,22.619137,21.826693,21.374399,21.44445
2357,5.87732E+17,23.52388695,0.22343676,23.404202,22.911249,24.064135,24.72135,23.435713
2358,5.87731E+17,13.7171293,0.22363538,27.110203,21.388391,27.810699,23.903481,25.703606
2359,5.87732E+17,22.21424924,0.22764798,22.664909,21.941854,21.752022,21.375631,22.594082
2360,5.87731E+17,9.06906039,0.22652899,22.20788,24.897114,24.146534,25.054556,23.041004
2361,5.87731E+17,13.7171293,0.22363538,27.110203,21.388391,27.810699,23.903481,25.703606
2362,5.87731E+17,8.94954339,0.22423999,23.478607,20.937891,19.519728,18.851942,18.435493
2363,5.87731E+17,9.09389926,0.22375132,25.255924,23.038109,24.979256,25.021702,22.415718
2364,5.87732E+17,15.31537867,0.22788039,23.195675,22.42458,21.405346,20.672777,20.040438
2365,5.87732E+17,23.09243177,0.22872258,24.122744,23.574179,22.648594,21.951954,21.351288
2366,5.87732E+17,23.64458813,0.22706797,22.355991,25.115864,24.791159,21.81786,22.810234
2367,5.87731E+17,9.06944903,0.22888613,22.71184,22.941698,22.231434,22.049458,21.509851
2368,5.87732E+17,23.4819245,0.22931608,23.417938,22.189667,22.003599,21.66256,21.831322
2369,5.87731E+17,9.13836593,0.2289836,25.220461,24.916439,24.278429,22.110115,22.384943
2370,5.87732E+17,21.49278061,0.22585467,22.614182,21.498093,20.630028,20.234022,20.152796
2371,5.87731E+17,9.06944903,0.22888613,22.71184,22.941698,22.231434,22.049458,21.509851
2372,5.87732E+17,22.25225165,0.22692246,22.932266,22.124397,21.587347,20.988506,21.119429
2373,5.87732E+17,18.26818333,0.22622711,23.18648,22.051514,20.662083,19.427298,18.724155
2374,5.87732E+17,23.0788643,0.22715248,18.823034,16.450752,15.413552,15.051305,14.856435
2375,5.87731E+17,9.0153411,0.22373722,23.825243,22.951344,24.328377,23.894743,23.217827
2376,5.87732E+17,15.28239775,0.22773007,22.334345,21.752552,19.923285,19.313169,18.854368
2377,5.87732E+17,18.25802809,0.22855424,23.201698,23.613848,22.993622,21.531542,22.479044
2378,5.87732E+17,23.57073436,0.23249673,23.284525,22.494764,22.064379,21.502625,22.588583
2379,5.87731E+17,14.3778648,0.22982143,20.765596,18.960823,17.794188,17.315985,16.957052
2380,5.87731E+17,12.84003874,0.22972278,26.342768,25.346367,23.889053,22.045645,21.730831
2381,5.87732E+17,22.27988297,0.22349394,24.168417,22.502851,23.364975,24.505056,21.990473
2382,5.87732E+17,23.4692828,0.23011544,23.965137,23.388279,21.88106,20.782295,20.477819
2383,5.87732E+17,23.56258467,0.22705159,23.539312,23.746229,22.627649,22.501032,22.743002
2384,5.87731E+17,13.72440664,0.22924343,22.992804,22.139353,21.043493,19.847345,19.112387
2385,5.87732E+17,21.49409929,0.2328246,21.712889,20.468924,19.50876,18.906424,18.612061
2386,5.87732E+17,15.27970093,0.23221351,22.422949,22.724007,22.002354,21.797924,22.955454
2387,5.87732E+17,21.49074799,0.23202228,23.537386,22.053961,20.950825,20.57864,19.872053
2388,5.87732E+17,22.27988297,0.22349394,24.168417,22.502851,23.364975,24.505056,21.990473
2389,5.87732E+17,21.61650891,0.23132068,25.187763,23.883823,22.422302,21.295382,20.711775
2390,5.87732E+17,23.4819245,0.22931608,23.417938,22.189667,22.003599,21.66256,21.831322
2391,5.87732E+17,18.25000865,0.22943655,23.926067,23.501457,22.75535,21.709337,21.887352
2392,5.87731E+17,12.53797024,0.22985975,24.165588,22.860859,22.160427,21.934687,21.273468
2393,5.87732E+17,18.86587912,0.22813126,25.419479,22.357042,21.469893,21.250795,20.955324
2394,5.87732E+17,21.61001374,0.23194405,22.738047,22.7164,25.677755,22.90729,23.20141
2395,5.87731E+17,12.8524668,0.23315317,25.813284,22.972113,21.763264,20.704584,20.240341
2396,5.87732E+17,23.50316456,0.23405426,22.58201,22.133718,21.433674,20.901434,20.801468
2397,5.87731E+17,14.73411675,0.23616317,26.510668,22.136908,20.661154,19.21513,18.411512
2398,5.87732E+17,15.34055858,0.23229806,23.696007,22.074203,21.327785,21.087204,21.025778
2399,5.87732E+17,23.4819245,0.22931608,23.417938,22.189667,22.003599,21.66256,21.831322
2400,5.87732E+17,23.72502606,0.2326821,24.141117,23.343246,22.98299,21.688118,23.619869
2401,5.87732E+17,15.28583389,0.22881082,24.457796,23.746407,23.872608,22.083134,21.502245
2402,5.87732E+17,15.34055858,0.23229806,23.696007,22.074203,21.327785,21.087204,21.025778
2403,5.87732E+17,23.07884849,0.22715544,18.833076,16.450792,15.414473,15.051481,14.858306
2404,5.87732E+17,23.31247759,0.23295456,23.680311,24.911497,24.100645,22.076303,21.176304
2405,5.87732E+17,18.25769081,0.23195023,24.029936,23.996141,21.64509,20.579817,20.511932
2406,5.87731E+17,8.93583667,0.23132774,24.309822,21.95199,20.531683,19.502956,18.902357
2407,5.87732E+17,15.33109023,0.232461,24.329508,22.293098,22.204838,21.670599,20.853712
2408,5.87732E+17,23.48155614,0.23458219,22.799215,22.008234,21.023508,20.42622,20.476715
2409,5.87732E+17,18.25769081,0.23195023,24.029936,23.996141,21.64509,20.579817,20.511932
2410,5.87732E+17,23.4692828,0.23011544,23.965137,23.388279,21.88106,20.782295,20.477819
2411,5.87732E+17,15.28524841,0.23495363,26.080235,23.649569,22.300152,22.436495,21.713545
2412,5.87732E+17,15.33109023,0.232461,24.329508,22.293098,22.204838,21.670599,20.853712
2413,5.87732E+17,23.52059687,0.23238855,21.96925,24.106285,23.514845,21.3755,21.87499
2414,5.87731E+17,8.94895468,0.23526073,23.186333,20.586956,19.184788,18.525412,18.145393
2415,5.87732E+17,15.21751799,0.23691963,25.603834,23.478458,21.735289,22.110638,22.185072
2416,5.87732E+17,22.21466594,0.23029849,-9999,-9999,-9999,-9999,-9999
2417,5.87732E+17,22.25413666,0.23578648,23.071865,20.451023,18.893267,18.230253,17.810629
2418,5.87731E+17,8.84004318,0.23476989,-9999,-9999,-9999,-9999,-9999
2419,5.87731E+17,12.79652478,0.23517867,23.380602,22.799871,22.65317,21.771381,21.93124
2420,5.87731E+17,9.12361984,0.23184334,22.047457,20.67544,20.254807,20.217253,19.829185
2421,5.87731E+17,9.12361984,0.23184334,22.047457,20.67544,20.254807,20.217253,19.829185
2422,5.87731E+17,8.84690672,0.23761772,22.382442,21.932829,21.540499,21.145754,21.776812
2423,5.87731E+17,9.81665708,0.23483911,25.155542,24.844875,23.978712,22.211416,22.42285
2424,5.87731E+17,9.04058709,0.23232204,24.994263,22.997465,24.936148,23.450735,22.450249
2425,5.87731E+17,9.81665708,0.23483911,25.155542,24.844875,23.978712,22.211416,22.42285
2426,5.87731E+17,9.12361984,0.23184334,22.047457,20.67544,20.254807,20.217253,19.829185
2427,5.87731E+17,12.53462788,0.2316632,23.049269,22.813812,22.13846,22.329395,21.274611
2428,5.87732E+17,22.32946523,0.23304669,24.79468,23.082275,24.234865,23.125238,22.700373
2429,5.87732E+17,22.25413666,0.23578648,23.071865,20.451023,18.893267,18.230253,17.810629
2430,5.87731E+17,12.54551827,0.23519399,20.771404,20.150209,19.636696,19.383669,19.213947
2432,5.87732E+17,18.86339731,0.23883642,21.965179,21.159512,20.595835,20.49465,20.453659
2433,5.87732E+17,23.46196886,0.23879969,19.782322,18.922068,18.531073,18.377811,18.340235
2434,5.87732E+17,22.32946523,0.23304669,24.79468,23.082275,24.234865,23.125238,22.700373
2435,5.87732E+17,22.2843899,0.24020912,23.025,22.980911,22.220898,21.595457,20.891659
2436,5.87731E+17,10.31122598,0.23718922,20.205109,18.175846,17.336031,17.020096,16.853476
2437,5.87731E+17,10.31122598,0.23718922,20.205109,18.175846,17.336031,17.020096,16.853476
2438,5.87732E+17,23.42948151,0.24015718,23.275551,23.607525,22.524612,22.030155,21.31657
2440,5.87731E+17,9.11798182,0.23462894,22.757418,21.877895,21.040878,20.827005,20.868612
2441,5.87732E+17,15.27339886,0.23429074,25.915522,23.641876,20.873701,23.220716,23.64868
2442,5.87731E+17,14.58711096,0.23434789,27.309458,22.352858,21.450987,21.410843,23.32361
2443,5.87731E+17,12.56040044,0.23404746,21.212067,20.264303,19.867096,19.549376,19.219378
2444,5.87731E+17,8.82842918,0.23595647,23.32539,24.639986,25.845562,21.520571,21.301043
2445,5.87732E+17,15.27339886,0.23429074,25.915522,23.641876,20.873701,23.220716,23.64868
2446,5.87731E+17,9.81266248,0.23647327,15.206658,13.787801,13.272644,13.217758,13.291488
2447,5.87731E+17,14.58711096,0.23434789,27.309458,22.352858,21.450987,21.410843,23.32361
2448,5.87731E+17,9.09476097,0.23718624,25.213413,26.447332,24.557459,25.153536,19.060337
2449,5.87732E+17,15.2757424,0.23507072,25.889626,22.490467,21.810596,21.647921,21.482449
2450,5.87732E+17,22.2843899,0.24020912,23.025,22.980911,22.220898,21.595457,20.891659
2451,5.87732E+17,23.56234643,0.23510587,-9999,-9999,-9999,-9999,-9999
2452,5.87732E+17,23.72716048,0.23862212,24.397057,21.999792,20.573225,19.435072,18.798235
2453,5.87732E+17,22.32946523,0.23304669,24.79468,23.082275,24.234865,23.125238,22.700373
2454,5.87732E+17,18.24238895,0.23773534,23.404261,22.840906,21.278406,20.452608,19.948095
2455,5.87731E+17,12.56040044,0.23404746,21.212067,20.264303,19.867096,19.549376,19.219378
2456,5.87731E+17,14.37208803,0.23031293,23.044691,22.729603,21.583466,21.091686,21.519194
2457,5.87731E+17,9.02467836,0.2358885,24.576311,21.499023,20.111443,18.540373,17.736734
2458,5.87731E+17,13.72803702,0.24185746,23.087412,21.947407,20.867941,20.469454,20.281645
2459,5.87732E+17,21.50573963,0.23377215,23.509447,23.050795,22.550104,22.222363,21.166491
2460,5.87731E+17,9.09476097,0.23718624,25.213413,26.447332,24.557459,25.153536,19.060337
2461,5.87731E+17,9.02467836,0.2358885,24.576311,21.499023,20.111443,18.540373,17.736734
2462,5.87732E+17,15.27805543,0.23865919,23.26362,24.491369,22.9897,21.876741,21.585701
2463,5.87732E+17,22.20488514,0.23558603,23.038851,22.138853,22.029453,21.918182,20.716602
2464,5.87732E+17,23.55142979,0.23790546,24.805656,23.262024,22.992949,21.931625,22.07008
2465,5.87731E+17,13.69297971,0.24092059,21.441978,20.250372,19.341896,18.744406,18.484739
2466,5.87731E+17,8.93219054,0.2364226,22.65834,21.726782,21.33971,21.480417,22.484655
2467,5.87731E+17,9.80754668,0.23828924,24.026936,22.519405,21.839653,20.533764,22.118944
2468,5.87732E+17,23.61690098,0.2326831,24.788435,25.974871,22.297636,23.701204,23.0441
2469,5.87732E+17,19.61630333,0.23865427,24.030104,24.572823,22.404007,26.061417,21.780542
2470,5.87732E+17,21.61668403,0.2386841,24.948748,25.57807,21.940098,24.187567,22.654673
2471,5.87732E+17,23.45485938,0.23584671,25.086405,22.581499,21.129719,20.236343,20.205606
2472,5.87731E+17,9.80754668,0.23828924,24.026936,22.519405,21.839653,20.533764,22.118944
2473,5.87731E+17,5.77667471,0.23678842,20.539007,19.654448,19.2633,18.952427,19.022099
2474,5.87732E+17,23.43724016,0.23936311,22.789736,22.253088,21.892151,21.461727,21.424711
2475,5.87732E+17,23.61147587,0.23788165,22.874825,22.957821,23.560846,21.869972,21.010897
2476,5.87732E+17,19.61630333,0.23865427,24.030104,24.572823,22.404007,26.061417,21.780542
2477,5.87731E+17,9.02382297,0.23654508,22.638042,21.246468,20.791124,20.67494,20.042414
2478,5.87732E+17,18.8674979,0.2397845,25.703054,22.978245,23.051828,21.831316,21.549593
2479,5.87732E+17,23.53167759,0.23257527,25.558245,22.276192,21.003487,20.33679,19.822287
2480,5.87732E+17,23.54168173,0.23562781,23.811375,23.708956,22.917589,22.404263,22.040869
2481,5.87732E+17,23.73785862,0.24081091,25.061249,23.423248,24.777504,24.693281,23.50979
2482,5.87732E+17,21.48952685,0.23698197,21.834019,21.172398,20.635471,20.366644,20.023947
2483,5.87732E+17,18.85640947,0.23632211,22.349201,21.657106,20.863897,20.193106,20.008596
2484,5.87731E+17,10.24090911,0.23917896,26.005354,22.77376,21.296122,20.472889,19.934811
2485,5.87732E+17,23.46868814,0.23821179,21.039005,19.913023,19.897863,19.973715,20.056248
2486,5.87732E+17,23.46868814,0.23821179,21.039005,19.913023,19.897863,19.973715,20.056248
2487,5.87732E+17,23.48756247,0.23967392,24.304224,23.398325,23.128153,21.827175,22.326185
2488,5.87732E+17,19.63204739,0.23997128,22.454605,22.35812,21.698784,21.600256,21.203714
2489,5.87731E+17,12.54464801,0.24229579,22.008348,21.009676,20.865938,20.712612,20.135204
2490,5.87732E+17,23.56014759,0.23734524,-9999,-9999,-9999,-9999,-9999
2491,5.87731E+17,14.57577834,0.23975026,22.945911,21.82865,21.658834,21.552946,21.114824
2492,5.87731E+17,8.83538208,0.24346476,22.174566,21.018276,20.778896,20.586115,20.202608
2493,5.87732E+17,23.71545646,0.23732742,18.326143,19.276058,19.169127,17.931431,25.049763
2494,5.87731E+17,9.15443187,0.23741326,24.083469,22.823593,21.368042,20.432785,20.103571
2495,5.87732E+17,23.63559677,0.23543674,21.171701,19.748402,19.674173,19.371155,19.026867
2496,5.87732E+17,23.63559677,0.23543674,21.171701,19.748402,19.674173,19.371155,19.026867
2497,5.87732E+17,23.46868814,0.23821179,21.039005,19.913023,19.897863,19.973715,20.056248
2498,5.87731E+17,9.81387315,0.23968154,25.994879,22.23657,21.829266,20.64192,20.638197
2499,5.87732E+17,22.30429401,0.24240319,22.793821,23.50872,23.22373,22.069834,21.490847
2500,5.87732E+17,22.2864735,0.24365444,24.142147,24.140627,22.825872,23.755585,22.935217
2501,5.87731E+17,10.30353704,0.24255216,26.115,23.372047,23.353033,21.922871,21.83193
2502,5.87732E+17,15.28875061,0.23807793,22.863756,23.30481,22.147469,21.710985,21.380363
2503,5.87731E+17,9.11705847,0.24121143,21.840149,20.705502,20.047068,19.749063,19.472857
2504,5.87731E+17,9.11705847,0.24121143,21.840149,20.705502,20.047068,19.749063,19.472857
2505,5.87731E+17,10.30353704,0.24255216,26.115,23.372047,23.353033,21.922871,21.83193
2506,5.87732E+17,22.2864735,0.24365444,24.142147,24.140627,22.825872,23.755585,22.935217
2507,5.87732E+17,15.31841649,0.23824606,23.774048,24.979441,25.186676,25.711361,20.498672
2508,5.87732E+17,21.61668386,0.23868547,25.003286,25.602163,21.928864,24.327177,22.767586
2509,5.87732E+17,15.31841649,0.23824606,23.774048,24.979441,25.186676,25.711361,20.498672
2510,5.87731E+17,9.82540428,0.23985269,22.942127,22.322834,21.401009,20.869623,20.19816
2511,5.87732E+17,23.72654039,0.24081507,24.514324,22.65736,23.465706,23.060389,22.306927
2512,5.87731E+17,9.82540428,0.23985269,22.942127,22.322834,21.401009,20.869623,20.19816
2513,5.87732E+17,22.27485654,0.23839445,26.567766,22.994572,23.972609,24.150866,22.972851
2514,5.87732E+17,15.28123759,0.24504105,21.82428,20.911371,19.714226,19.24707,18.903742
2515,5.87732E+17,23.46264869,0.24148845,17.940901,16.767513,16.359406,16.184532,16.16419
2516,5.87731E+17,9.14043126,0.2447451,-9999,-9999,-9999,-9999,-9999
2517,5.87732E+17,22.27485654,0.23839445,26.567766,22.994572,23.972609,24.150866,22.972851
2518,5.87731E+17,9.82540428,0.23985269,22.942127,22.322834,21.401009,20.869623,20.19816
2519,5.87732E+17,23.4832195,0.24126799,22.565596,20.247177,18.84108,18.336496,17.992086
2520,5.87732E+17,18.24189726,0.23808977,24.016748,22.461832,21.816092,21.519049,23.019344
2521,5.87732E+17,22.27558526,0.24611251,24.192566,24.129255,23.328537,21.4004,20.29175
2522,5.87732E+17,19.61559634,0.24023227,24.664762,23.815924,23.81638,21.991915,21.246096
2523,5.87732E+17,23.09673741,0.24409455,18.039467,17.127266,16.804619,16.67415,16.636402
2524,5.87732E+17,23.46264869,0.24148845,17.940901,16.767513,16.359406,16.184532,16.16419
2525,5.87731E+17,12.54797255,0.24487667,22.168627,22.020308,21.420563,20.834932,20.183475
2526,5.87731E+17,14.66580774,0.24227451,26.140528,22.688848,23.76701,25.118982,24.22299
2527,5.87732E+17,23.4832195,0.24126799,22.565596,20.247177,18.84108,18.336496,17.992086
2528,5.87732E+17,23.52886338,0.24680054,24.469194,23.018831,22.609865,21.655617,21.632469
2529,5.87731E+17,10.29828197,0.23780062,22.126816,21.666704,21.090738,20.990078,21.034002
